rxcui,generic_name,has_label,product_type,indications_and_usage,matched_disorders
8701,procaine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE To reduce the development of drug-resistant bacteria and maintain the effectiveness of Bicillin C-R and other antibacterial drugs, Bicillin C-R should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy. This drug is indicated in the treatment of moderately severe infections due to penicillin-G-susceptible microorganisms that are susceptible to serum levels common to this particular dosage form. Therapy should be guided by bacteriological studies (including susceptibility testing) and by clinical response. Bicillin C-R is indicated in the treatment of the following in adults and pediatric patients: Moderately severe to severe infections of the upper-respiratory tract, scarlet fever, erysipelas, and skin and soft-tissue infections due to susceptible streptococci. NOTE: Streptococci in Groups A, C, G, H, L, and M are very sensitive to penicillin G. Other groups, including Group D (enterococci), are resistant. Penicillin G sodium or potassium is recommended for streptococcal infections with bacteremia. Moderately severe pneumonia and otitis media due to susceptible Streptococcus pneumoniae . NOTE: Severe pneumonia, empyema, bacteremia, pericarditis, meningitis, peritonitis, and arthritis of pneumococcal etiology are better treated with penicillin G sodium or potassium during the acute stage. When high, sustained serum levels are required, penicillin G sodium or potassium, either IM or IV, should be used. This drug should not be used in the treatment of venereal diseases, including syphilis, gonorrhea, yaws, bejel, and pinta.",
8702,procarbazine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Matulane is indicated for use in combination with other anticancer drugs for the treatment of Stage III and IV Hodgkin's disease. Matulane is used as part of the MOPP (nitrogen mustard, vincristine, procarbazine, prednisone) regimen.",
8704,prochlorperazine,True,HUMAN PRESCRIPTION DRUG,"For control of severe nausea and vomiting. For the treatment of schizophrenia. Prochlorperazine is effective for the short-term treatment of generalized non-psychotic anxiety. However, prochlorperazine is not the first drug to be used in therapy for most patients with non-psychotic anxiety, because certain risks associated with its use are not shared by common alternative treatments (e.g., benzodiazepines). When used in the treatment of non-psychotic anxiety, prochlorperazine should not be administered at doses of more than 20 mg per day or for longer than 12 weeks, because the use of prochlorperazine at higher doses or for longer intervals may cause persistent tardive dyskinesia that may prove irreversible (see WARNINGS). The effectiveness of prochlorperazine as treatment for non-psychotic anxiety was established in 4-week clinical studies of outpatients with generalized anxiety disorder. This evidence does not predict that prochlorperazine will be useful in patients with other non-psychotic conditions in which anxiety, or signs that mimic anxiety, are found (e.g., physical illness, organic mental conditions, agitated depression, character pathologies, etc.). Prochlorperazine has not been shown effective in the management of behavioral complications in patients with mental retardation.",Generalized Anxiety Disorder; Schizophrenia
8742,promazine,False,,,
8745,promethazine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Promethazine HCl Suppositories are useful for: Perennial and seasonal allergic rhinitis. Vasomotor rhinitis. Allergic conjunctivitis due to inhalant allergens and foods. Mild, uncomplicated allergic skin manifestations of urticaria and angioedema. Amelioration of allergic reactions to blood or plasma. Dermographism. Anaphylactic reactions, as adjunctive therapy to epinephrine and other standard measures, after the acute manifestations have been controlled. Preoperative, postoperative, or obstetric sedation. Prevention and control of nausea and vomiting associated with certain types of anesthesia and surgery. Therapy adjunctive to meperidine or other analgesics for control of postoperative pain. Sedation in both children and adults, as well as relief of apprehension and production of light sleep from which the patient can be easily aroused. Active and prophylactic treatment of motion sickness. Antiemetic therapy in postoperative patients.",
8770,propiomazine,False,,,
8782,propofol,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Propofol injectable emulsion is an intravenous general anesthetic and sedation drug indicated for: Induction of General Anesthesia for Patients Greater than or Equal to 3 Years of Age Maintenance of General Anesthesia for Patients Greater than or Equal to 2 Months of Age Initiation and Maintenance of Monitored Anesthesia Care (MAC) Sedation in Adult Patients Sedation for Adult Patients in Combination with Regional Anesthesia Intensive Care Unit (ICU) Sedation of Intubated, Mechanically Ventilated Adult Patients Limitations of Use Propofol injectable emulsion is not recommended for induction of anesthesia below the age of 3 years or for maintenance of anesthesia below the age of 2 months because its safety and effectiveness have not been established in those populations [see Pediatric Use ( 8.4 )] . Safety, effectiveness and dosing guidelines for propofol injectable emulsion have not been established for MAC sedation in the pediatric population; therefore, it is not recommended for this use [see Pediatric Use ( 8.4 )]. Propofol injectable emulsion is not indicated for use in Pediatric ICU sedation since the safety of this regimen has not been established [see Pediatric Use ( 8.4 )]. Propofol injectable emulsion is an intravenous general anesthetic and sedation drug indicated for: Induction of General Anesthesia for Patients Greater than or Equal to 3 Years of Age Maintenance of General Anesthesia for Patients Greater than or Equal to 2 Months of Age Initiation and Maintenance of Monitored Anesthesia Care (MAC) Sedation in Adult Patients Sedation for Adult Patients in Combination with Regional Anesthesia Intensive Care Unit (ICU) Sedation of Intubated, Mechanically Ventilated Adult Patients Limitations of Use : Propofol injectable emulsion is not recommended for induction of anesthesia below the age of 3 years or for maintenance of anesthesia below the age of 2 months MAC sedation in the pediatric population is not recommended Propofol injectable emulsion is not indicated for use in Pediatric ICU sedation",
8787,propranolol,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Hypertension Propranolol hydrochloride tablets are indicated in the management of hypertension. It may be used alone or used in combination with other antihypertensive agents, particularly a thiazide diuretic. Propranolol hydrochloride is not indicated in the management of hypertensive emergencies. Angina Pectoris Due to Coronary Atherosclerosis Propranolol hydrochloride tablets are indicated to decrease angina frequency and increase exercise tolerance in patients with angina pectoris. Atrial Fibrillation Propranolol hydrochloride tablets are indicated to control ventricular rate in patients with atrial fibrillation and a rapid ventricular response. Myocardial Infarction Propranolol is indicated to reduce cardiovascular mortality in patients who have survived the acute phase of myocardial infarction and are clinically stable. Migraine Propranolol is indicated for the prophylaxis of common migraine headache. The efficacy of propranolol in the treatment of a migraine attack that has started has not been established, and propranolol is not indicated for such use. Essential Tremor Propranolol is indicated in the management of familial or hereditary essential tremor. Familial or essential tremor consists of involuntary, rhythmic, oscillatory movements, usually limited to the upper limbs. It is absent at rest, but occurs when the limb is held in a fixed posture or position against gravity and during active movement. Propranolol causes a reduction in the tremor amplitude, but not in the tremor frequency. Propranolol is not indicated for the treatment of tremor associated with Parkinsonism. Hypertrophic Subaortic Stenosis Propranolol improves NYHA functional class in symptomatic patients with hypertrophic subaortic stenosis. Pheochromocytoma Propranolol is indicated as an adjunct to alpha-adrenergic blockade to control blood pressure and reduce symptoms of catecholamine-secreting tumors.",
8825,protamine sulfate (USP),False,,,
8826,protamines,False,,,
8886,protriptyline,True,HUMAN PRESCRIPTION DRUG,INDICATIONS AND USAGE Protriptyline hydrochloride tablets are indicated for the treatment of symptoms of mental depression in patients who are under close medical supervision. Its activating properties make it particularly suitable for withdrawn and anergic patients.,
35185,quazepam,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Quazepam Tablets are indicated for the treatment of insomnia characterized by difficulty in falling asleep, frequent nocturnal awakenings, and/or early morning awakenings. The effectiveness of Quazepam Tablets has been established in placebo-controlled clinical studies of 5 nights duration in acute and chronic insomnia. The sustained effectiveness of Quazepam Tablets has been established in chronic insomnia in a sleep lab (polysomnographic) study of 28 nights duration. Because insomnia is often transient and intermittent, the prolonged administration of Quazepam Tablets is generally not necessary or recommended. Since insomnia may be a symptom of several other disorders, the possibility that the complaint may be related to a condition for which there is a more specific treatment should be considered. Quazepam Tablets, a gamma-aminobutyric (GABAA) agonist, is indicated for the treatment of insomnia characterized by difficulty falling asleep, frequent nocturnal awakenings, and/or early morning awakenings. ( 1 )",Insomnia
51272,quetiapine,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS & USAGE Quetiapine is an atypical antipsychotic indicated for the treatment of: Schizophrenia ( 1.1 ) Bipolar I disorder manic episodes ( 1.2 ) Bipolar disorder, depressive episodes ( 1.2 ) 1.1 Schizophrenia Quetiapine is indicated for the treatment of schizophrenia. The efficacy of quetiapine in schizophrenia was established in three 6-week trials in adults and one 6-week trial in adolescents (13 to 17 years). The effectiveness of quetiapine for the maintenance treatment of schizophrenia has not been systematically evaluated in controlled clinical trials [ see Clinical Studies (14.1) ]. 1.2 Bipolar Disorder Quetiapine is indicated for the acute treatment of manic episodes associated with bipolar I disorder, both as monotherapy and as an adjunct to lithium or divalproex. Efficacy was established in two 12-week monotherapy trials in adults, in one 3-week adjunctive trial in adults, and in one 3-week monotherapy trial in pediatric patients (10 to 17 years) [ see Clinical Studies (14.2) ]. Quetiapine is indicated as monotherapy for the acute treatment of depressive episodes associated with bipolar disorder. Efficacy was established in two 8-week monotherapy trials in adult patients with bipolar I and bipolar II disorder [ see Clinical Studies (14.2) ]. Quetiapine is indicated for the maintenance treatment of bipolar I disorder, as an adjunct to lithium or divalproex. Efficacy was established in two maintenance trials in adults. The effectiveness of quetiapine as monotherapy for the maintenance treatment of bipolar disorder has not been systematically evaluated in controlled clinical trials [ see Clinical Studies (14.2) ]. 1.3 Special Considerations in Treating Pediatric Schizophrenia and Bipolar I Disorder Pediatric schizophrenia and bipolar I disorder are serious mental disorders, however, diagnosis can be challenging. For pediatric schizophrenia, symptom profiles can be variable, and for bipolar I disorder, patients may have variable patterns of periodicity of manic or mixed symptoms. It is recommended that medication therapy for pediatric schizophrenia and bipolar I disorder be initiated only after a thorough diagnostic evaluation has been performed and careful consideration given to the risks associated with medication treatment. Medication treatment for both pediatric schizophrenia and bipolar I disorder is indicated as part of a total treatment program that often includes psychological, educational and social interventions.",Bipolar Disorder; Schizophrenia
